Genre,danceability,energy,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo
edm,0.578,0.854,-7.661,0.0,0.00823,0.000118,0.0815,0.0437,125.928
edm,0.722,0.856,-6.392,0.0,0.0305,0.0597,0.231,0.827,121.99
edm,0.623,0.727,-5.57,0.0,0.184,2.02e-05,0.309,0.4,125.975
edm,0.734,0.874,-3.158,1.0,0.168,1.14e-05,0.0489,0.905,122.953
edm,0.583,0.695,-5.336,1.0,0.0141,0.0,0.0527,0.224,104.879
edm,0.548,0.65,-5.827,0.0,0.219,0.0,0.225,0.557,144.937
edm,0.612,0.84,-3.145,0.0,0.112,0.0,0.116,0.438,129.042
edm,0.88,0.751,-4.258,0.0,0.177,6.43e-05,0.106,0.884,117.948
edm,0.585,0.625,-5.13,0.0,0.0444,0.0,0.0376,0.666,164.066
edm,0.526,0.52,-7.985,0.0,0.435,0.0,0.197,0.13,149.119
edm,0.694,0.758,-2.986,1.0,0.278,1.34e-06,0.102,0.371,192.091
edm,0.621,0.575,-6.243,1.0,0.265,0.0,0.0932,0.343,117.887
edm,0.472,0.987,-2.224,1.0,0.00287,0.13,0.27,0.363,174.02
edm,0.693,0.565,-3.854,0.0,0.396,0.0,0.0409,0.588,185.916
edm,0.52,0.884,-4.809,1.0,0.0253,0.000143,0.112,0.513,144.961
edm,0.507,0.864,-1.421,0.0,0.343,2.57e-05,0.0891,0.41,150.075
edm,0.737,0.636,-4.546,0.0,0.0441,6.66e-05,0.35,0.565,105.005
edm,0.739,0.586,-5.079,0.0,0.0245,0.000252,0.308,0.444,124.026
edm,0.514,0.648,-5.456,1.0,0.27,0.0,0.14,0.0816,144.942
edm,0.509,0.781,-3.48,1.0,0.0391,0.0,0.0749,0.176,128.002
edm,0.671,0.949,-2.44,0.0,0.0037,3.83e-05,0.374,0.0724,128.028
edm,0.723,0.924,-3.518,1.0,0.0332,5.63e-06,0.0496,0.527,108.009
edm,0.544,0.771,-4.097,0.0,0.00339,2.12e-05,0.173,0.301,99.743
edm,0.689,0.623,-5.025,0.0,0.254,0.0,0.113,0.546,101.998
edm,0.815,0.771,-6.052,0.0,0.104,0.0027,0.067,0.546,117.941
edm,0.639,0.664,-4.926,1.0,0.329,1.53e-06,0.382,0.351,116.028
edm,0.753,0.657,-3.061,1.0,0.173,0.0,0.112,0.435,107.013
edm,0.651,0.7,-4.264,0.0,0.352,0.0,0.061,0.214,104.964
edm,0.595,0.784,-4.878,1.0,0.216,0.0,0.0608,0.479,124.111
edm,0.595,0.738,-3.109,1.0,0.107,0.0,0.0947,0.461,127.954
edm,0.737,0.792,-4.117,0.0,0.102,0.0,0.0532,0.543,104.013
edm,0.705,0.864,-5.13,0.0,0.276,0.00037,0.0872,0.626,120.012
edm,0.735,0.863,-4.079,1.0,0.393,0.0,0.271,0.728,118.029
edm,0.694,0.743,-3.851,1.0,0.0773,0.0,0.0587,0.637,122.998
edm,0.809,0.757,-6.246,0.0,0.0157,0.0943,0.0997,0.587,121.013
edm,0.784,0.757,-3.912,1.0,0.495,1.18e-06,0.142,0.587,104.996
edm,0.573,0.9,-4.855,0.0,0.00498,0.00932,0.0952,0.415,91.988
edm,0.651,0.719,-5.804,1.0,0.143,3.62e-05,0.0948,0.81,103.981
edm,0.73,0.941,-6.211,1.0,0.024,0.527,0.123,0.0741,128.171
edm,0.704,0.634,-7.374,0.0,0.393,3.17e-05,0.0952,0.411,113.927
edm,0.661,0.374,-7.561,1.0,0.0171,0.0,0.0938,0.349,92.011
edm,0.466,0.982,-2.674,0.0,0.00841,0.323,0.358,0.37,173.958
edm,0.729,0.619,-6.155,0.0,0.0451,0.0,0.0953,0.623,123.061
edm,0.638,0.489,-6.206,1.0,0.582,0.0,0.0965,0.548,106.915
edm,0.515,0.696,-7.323,1.0,0.136,0.0,0.238,0.528,99.985
edm,0.716,0.736,-5.18,0.0,0.336,1.4e-05,0.137,0.542,104.018
edm,0.787,0.833,-4.403,1.0,0.018,0.00747,0.0374,0.796,123.97
edm,0.58,0.586,-6.883,1.0,0.344,0.0,0.0755,0.507,147.988
edm,0.799,0.847,-7.808,1.0,0.254,2.14e-05,0.339,0.529,115.016
edm,0.679,0.764,-5.301,1.0,0.031,9.05e-06,0.0951,0.471,124.977
edm,0.653,0.507,-9.125,0.0,0.104,0.0,0.0949,0.263,150.198
edm,0.352,0.666,-4.909,1.0,0.117,1.81e-06,0.0934,0.227,169.965
edm,0.887,0.863,-4.2,1.0,0.0176,0.0594,0.288,0.517,120.028
edm,0.81,0.571,-7.189,0.0,0.0624,1.63e-06,0.094,0.771,125.994
edm,0.666,0.72,-4.483,1.0,0.371,0.0,0.0793,0.312,99.97
edm,0.724,0.759,-3.996,0.0,0.411,0.0,0.437,0.765,101.943
edm,0.794,0.624,-6.024,0.0,0.0575,2.08e-06,0.208,0.755,100.015
edm,0.842,0.658,-6.135,0.0,0.0601,0.00163,0.0571,0.761,126.037
edm,0.74,0.622,-4.601,0.0,0.0357,4.61e-05,0.356,0.557,104.968
edm,0.724,0.648,-6.522,0.0,0.0551,3.33e-05,0.298,0.369,151.051
edm,0.555,0.737,-4.728,1.0,0.314,0.0,0.243,0.65,105.094
edm,0.63,0.848,-4.592,1.0,0.0834,4.34e-06,0.205,0.551,124.984
edm,0.598,0.833,-3.716,0.0,0.0196,0.0,0.292,0.406,124.973
edm,0.813,0.627,-5.018,0.0,0.0771,0.000616,0.131,0.801,130.011
edm,0.773,0.699,-5.982,0.0,0.488,3.6e-06,0.0814,0.513,104.941
edm,0.689,0.695,-5.22,1.0,0.019,0.0,0.123,0.359,75.05
edm,0.457,0.899,-2.591,0.0,0.0019,0.0,0.831,0.298,147.268
edm,0.492,0.714,-5.327,1.0,0.0838,3.11e-05,0.13,0.146,99.602
edm,0.796,0.836,-2.827,0.0,0.00421,0.0068,0.101,0.68,100.033
edm,0.494,0.651,-4.127,0.0,0.0819,0.0,0.104,0.162,149.979
edm,0.848,0.821,-5.408,0.0,0.0169,0.000403,0.0962,0.249,125.051
edm,0.653,0.779,-3.133,1.0,0.372,1.39e-06,0.0392,0.387,108.074
edm,0.499,0.898,-4.181,0.0,0.124,7.2e-06,0.0832,0.618,120.04
edm,0.559,0.777,-5.031,1.0,0.31,0.0,0.105,0.329,87.016
edm,0.653,0.945,-2.634,1.0,0.00561,0.915,0.439,0.326,126.093
edm,0.47,0.85,-2.825,0.0,0.0627,0.0,0.118,0.148,149.876
edm,0.608,0.845,-2.292,1.0,0.136,0.0,0.111,0.322,98.976
edm,0.659,0.742,-4.624,1.0,0.146,0.0,0.217,0.729,106.947
edm,0.704,0.822,-4.69,0.0,0.0097,0.00117,0.147,0.541,122.031
edm,0.664,0.618,-10.224,0.0,0.264,2.57e-06,0.142,0.573,144.031
edm,0.81,0.788,-3.663,1.0,0.267,0.000172,0.196,0.845,135.991
edm,0.636,0.69,-5.011,1.0,0.0947,0.0,0.169,0.444,123.994
edm,0.428,0.907,-3.063,0.0,0.00594,1.71e-06,0.129,0.244,149.955
edm,0.677,0.804,-5.337,0.0,0.0818,1.92e-05,0.158,0.41,122.111
edm,0.404,0.789,-4.516,1.0,0.0243,0.000231,0.226,0.159,154.858
edm,0.521,0.892,-4.029,1.0,0.0539,0.0,0.117,0.369,96.991
edm,0.877,0.658,-6.055,0.0,0.163,0.0,0.108,0.693,123.995
edm,0.537,0.884,-4.088,0.0,0.0121,1.71e-06,0.113,0.397,97.024
edm,0.569,0.85,-3.914,1.0,0.0148,0.0,0.245,0.551,122.042
edm,0.616,0.841,-4.779,0.0,0.0559,0.00217,0.417,0.714,110.029
edm,0.759,0.815,-6.544,0.0,0.0127,0.0,0.269,0.597,125.052
edm,0.619,0.901,-4.173,0.0,0.0975,0.0457,0.178,0.501,123.004
edm,0.712,0.923,-5.536,0.0,0.0124,0.168,0.103,0.263,127.982
edm,0.635,0.851,-5.804,0.0,0.0629,2.05e-06,0.173,0.239,124.032
edm,0.654,0.898,-5.964,1.0,0.0844,0.0347,0.316,0.722,123.996
edm,0.844,0.818,-3.727,1.0,0.0743,1.28e-05,0.112,0.536,128.094
edm,0.702,0.903,-3.921,1.0,0.121,0.000124,0.168,0.655,125.95
edm,0.762,0.923,-3.107,0.0,0.103,0.0,0.105,0.936,121.081
edm,0.713,0.802,-7.055,1.0,0.0435,0.00377,0.309,0.343,100.001
edm,0.901,0.934,-2.345,1.0,0.00794,7.68e-05,0.194,0.868,150.037
edm,0.723,0.561,-8.322,0.0,0.642,7.11e-06,0.228,0.616,145.02
edm,0.664,0.939,-4.699,0.0,0.011,0.0142,0.167,0.285,121.979
edm,0.358,0.644,-8.027,0.0,0.154,0.0,0.0898,0.436,152.085
edm,0.577,0.869,-5.305,0.0,0.44,2.99e-06,0.0721,0.696,119.939
edm,0.663,0.577,-7.518,0.0,0.109,0.0,0.12,0.454,89.996
edm,0.752,0.764,-4.399,1.0,0.0476,9.44e-05,0.0543,0.582,121.958
edm,0.628,0.833,-4.126,0.0,0.0079,1.48e-05,0.074,0.56,128.003
edm,0.717,0.734,-5.712,1.0,0.28,0.000101,0.147,0.894,91.014
edm,0.723,0.646,-7.973,0.0,0.0206,0.352,0.0994,0.443,110.971
edm,0.537,0.829,-6.831,1.0,0.0268,0.00715,0.124,0.0383,140.047
edm,0.718,0.977,-1.824,1.0,0.143,0.0318,0.374,0.259,125.983
edm,0.549,0.954,-7.046,1.0,0.00127,0.16,0.142,0.613,194.043
edm,0.632,0.595,-7.644,0.0,0.0689,0.0,0.209,0.435,124.114
edm,0.583,0.732,-5.728,0.0,0.00312,9.86e-06,0.269,0.276,145.992
edm,0.65,0.733,-4.626,0.0,0.0761,0.00027,0.238,0.358,149.966
edm,0.655,0.666,-5.309,1.0,0.134,2.12e-05,0.0683,0.272,102.977
