Genre,danceability,energy,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo
rock,0.252,0.729,-10.022,0,0.0974,0.00881,0.045,0.689,199.738
rock,0.455,0.29,-11.473,1,0.0614,0.00225,0.101,0.169,88.523
rock,0.776,0.763,-8.124,1,0.182,0.00647,0.077,0.82,128.433
rock,0.527,0.923,-7.458,1,0.000541,0.765,0.127,0.899,146.924
rock,0.56,0.825,-6.711,0,0.000785,0.00246,0.0892,0.74,142.669
rock,0.515,0.43,-9.935,1,0.0097,0.000133,0.129,0.104,91.844
rock,0.392,0.791,-2.785,1,0.0113,0.00000143,0.326,0.413,83.868
rock,0.544,0.739,-7.383,1,0.00392,0.000143,0.168,0.328,118.287
rock,0.542,0.91,-8.924,1,0.00228,0.00524,0.0686,0.775,101.774
rock,0.407,0.955,-4.164,1,0.0251,0,0.347,0.508,177.48
rock,0.641,0.897,-4.369,1,0.172,0.00000289,0.103,0.6,100.069
rock,0.589,0.82,-9.602,1,0.204,0.018,0.423,0.788,117.305
rock,0.518,0.253,-12.573,0,0.649,0,0.0893,0.381,78.907
rock,0.594,0.565,-10.249,1,0.245,0,0.123,0.755,136.507
rock,0.393,0.487,-6.348,1,0.229,0,0.128,0.3,151.958
rock,0.547,0.714,-8.628,0,0.000242,0.636,0.122,0.541,89.996
rock,0.511,0.934,-4.561,1,0.00403,0.0000348,0.242,0.668,168.062
rock,0.282,0.843,-6.002,0,0.000839,0.0000302,0.0699,0.418,175.798
rock,0.578,0.817,-6.542,1,0.183,0.00000306,0.285,0.726,141.621
rock,0.643,0.849,-5.428,1,0.0371,0,0.058,0.903,162.152
rock,0.193,0.884,-4.402,0,0.000474,0.0518,0.293,0.386,149.303
rock,0.591,0.939,-4.911,0,0.000156,0.0111,0.0882,0.856,150.249
rock,0.635,0.836,-5.044,1,0.0409,0.726,0.116,0.256,127.39
rock,0.58,0.748,-5.433,1,0.00935,0,0.753,0.584,109.781
rock,0.55,0.991,-3.704,1,0.805,0,0.197,0.882,172.389
rock,0.618,0.676,-6.127,0,0.0577,0.0197,0.343,0.537,117.783
rock,0.505,0.839,-4.966,0,0.0111,0,0.211,0.326,139.961
rock,0.527,0.942,-5.64,0,0.0115,0,0.188,0.495,148.723
rock,0.681,0.335,-10.479,0,0.433,0.000189,0.219,0.749,174.062
rock,0.56,0.936,-5.835,1,0.00847,0,0.161,0.371,112.96
rock,0.481,0.262,-15.73,1,0.735,0.0114,0.832,0.375,122.861
rock,0.438,0.349,-15.569,1,0.338,0.000057,0.417,0.683,124.984
rock,0.557,0.532,-6.467,1,0.16,0.00000442,0.0999,0.122,103.992
rock,0.295,0.754,-3.16,0,0.0465,0.0514,0.164,0.18,152.465
rock,0.489,0.918,-4.502,1,0.0000353,0.0000764,0.0908,0.691,116.731
rock,0.644,0.799,-10.856,0,0.0821,0.00154,0.055,0.889,108.381
rock,0.471,0.797,-8.407,0,0.000179,0.00000649,0.299,0.497,152.903
rock,0.678,0.631,-8.624,1,0.355,0.000268,0.376,0.463,102.378
rock,0.499,0.873,-3.902,1,0.00468,0,0.165,0.864,142.726
rock,0.378,0.896,-4.066,1,0.000452,0,0.194,0.469,174.302
rock,0.415,0.901,-3.124,1,0.00987,0.361,0.136,0.424,128.216
rock,0.491,0.583,-10.964,1,0.185,0,0.406,0.908,150.566
rock,0.384,0.516,-12.032,0,0.202,0.18,0.114,0.371,118.129
rock,0.286,0.907,-9.67,1,0.000277,0.202,0.0837,0.746,156.395
rock,0.48,0.588,-10.773,1,0.00213,0.712,0.319,0.305,177.018
rock,0.736,0.764,-6.736,0,0.222,0.00154,0.192,0.404,112.033
rock,0.494,0.862,-9.158,0,0.012,0.213,0.228,0.59,112.596
rock,0.568,0.829,-7.066,1,0.218,0.00418,0.0976,0.79,124.201
rock,0.33,0.905,-5.047,1,0.000233,0.00000814,0.0712,0.259,163.142
rock,0.654,0.506,-17.18,0,0.686,0.0155,0.155,0.831,123.179
rock,0.43,0.463,-10.96,1,0.303,0.0000584,0.152,0.66,93.405
rock,0.292,0.714,-4.919,1,0.000658,0.000109,0.102,0.462,151.412
rock,0.54,0.429,-11.822,1,0.000202,0.355,0.141,0.113,110.171
rock,0.733,0.71,-5.849,0,0.145,0.115,0.0956,0.965,127.975
rock,0.368,0.921,-4.897,0,0.000716,0.0449,0.295,0.451,119.113
rock,0.523,0.769,-5.855,1,0.04,0,0.136,0.876,136.162
rock,0.523,0.76,-12.437,1,0.103,0.00068,0.0666,0.581,94.267
rock,0.559,0.845,-4.236,0,0.00757,0.0000366,0.115,0.262,91.98
rock,0.613,0.72,-7.957,1,0.0132,0,0.104,0.561,117.341
rock,0.661,0.978,-3.064,0,0.0247,0,0.0856,0.592,98.019
rock,0.636,0.676,-3.442,1,0.0807,0,0.0831,0.273,113.98
rock,0.75,0.62,-8.72,1,0.0932,0.0135,0.0612,0.93,103.538
rock,0.805,0.281,-11.877,0,0.607,0,0.116,0.281,105.873
rock,0.826,0.436,-9.583,1,0.441,0.615,0.0964,0.272,119.051
rock,0.584,0.931,-6.158,1,0.00315,0.772,0.133,0.694,131.275
rock,0.51,0.882,-5.659,0,0.00158,0.00206,0.0764,0.653,154.029
rock,0.435,0.589,-6.968,1,0.0129,0,0.101,0.0995,129.962
rock,0.634,0.756,-4.81,0,0.00251,0.000441,0.0427,0.661,119.948
rock,0.561,0.741,-4.239,0,0.000715,0.000014,0.0822,0.776,139.001
rock,0.448,0.35,-16.239,1,0.147,0.00000227,0.0842,0.234,177.279
rock,0.622,0.619,-6.4,0,0.0624,0,0.081,0.483,147.965
rock,0.653,0.519,-10.164,1,0.406,0.0209,0.101,0.822,98.883
rock,0.447,0.788,-4.994,0,0.00257,0.0000168,0.0744,0.505,80.04
rock,0.526,0.775,-6.05,1,0.707,0.0000205,0.217,0.962,80.106
rock,0.526,0.763,-12.663,0,0.00126,0.0000675,0.359,0.514,136.205
rock,0.613,0.953,-3.435,1,0.00148,0.000582,0.152,0.537,105.046
rock,0.55,0.917,-3.159,1,0.00428,0,0.197,0.601,126.115
rock,0.362,0.797,-8.824,0,0.00328,0.000002,0.0668,0.753,107.249
rock,0.515,0.821,-2.333,1,0.00794,0,0.0787,0.425,86.995
rock,0.484,0.948,-4.349,1,0.000269,0.00108,0.0733,0.157,120.824
rock,0.391,0.808,-6.209,0,0.0759,0,0.149,0.737,100.304
rock,0.478,0.923,-7.547,1,0.000027,0.719,0.325,0.165,133.134
rock,0.584,0.474,-9.431,1,0.0366,0.000363,0.0518,0.651,160.173
rock,0.442,0.846,-5.214,1,0.0538,0.00000471,0.282,0.622,128.235
rock,0.447,0.568,-4.975,1,0.295,0.00000326,0.355,0.149,90.933
rock,0.559,0.466,-6.769,1,0.315,0.0039,0.0933,0.623,117.21
rock,0.64,0.864,-6.576,1,0.00832,0,0.123,0.701,102.026
rock,0.496,0.981,-3.268,1,0.00000933,0,0.0958,0.163,109.905
rock,0.333,0.28,-12.87,1,0.427,0.00000188,0.13,0.276,130.876
rock,0.604,0.573,-7.804,1,0.289,0.0406,0.133,0.581,107.862
rock,0.629,0.867,-7.307,1,0.0865,0,0.126,0.876,151.695
rock,0.58,0.627,-8.017,1,0.05,0.00000168,0.297,0.825,82.151
rock,0.511,0.696,-5.157,0,0.0272,0.000249,0.0875,0.788,164.614
rock,0.504,0.673,-11.834,0,0.214,0.00000229,0.171,0.581,120.418
rock,0.573,0.429,-8.68,1,0.597,0.0000818,0.0839,0.361,139.097
rock,0.294,0.995,-4.383,0,0.000489,0.331,0.128,0.0379,88.777
rock,0.552,0.645,-6.595,1,0.00187,0.00000138,0.0424,0.588,89.518
rock,0.315,0.826,-4.314,0,0.00064,0.000687,0.0703,0.359,139.161
rock,0.545,0.753,-4.618,0,0.0417,0,0.389,0.434,105.754
rock,0.639,0.715,-8.954,0,0.0243,0.000552,0.619,0.813,128.072
rock,0.464,0.797,-5.244,1,0.006,0.000304,0.392,0.547,129.964
rock,0.744,0.798,-5.981,1,0.175,0.00367,0.26,0.89,125.061
rock,0.359,0.949,-7.649,1,0.0556,0.000396,0.236,0.212,134.118
rock,0.544,0.925,-3.828,0,0.00327,0.000399,0.284,0.789,101.984
rock,0.534,0.803,-9.129,1,0.741,0.0000607,0.307,0.969,167.983
rock,0.577,0.828,-8.691,0,0.00213,0.0114,0.0581,0.604,123.257
rock,0.663,0.697,-9.442,1,0.156,0.0224,0.0663,0.744,166.001
rock,0.582,0.81,-4.104,0,0.0763,0,0.351,0.874,73.954
rock,0.546,0.813,-6.833,0,0.00124,0,0.265,0.539,123.937
rock,0.216,0.876,-8.189,0,0.00233,0.781,0.118,0.477,159.597
rock,0.647,0.71,-4.692,1,0.000973,0.703,0.0777,0.268,110.059
rock,0.492,0.378,-9.288,0,0.00146,0.0000129,0.111,0.428,126.402
rock,0.51,0.759,-4.854,1,0.034,0,0.077,0.237,91.123
rock,0.415,0.95,-4.676,1,0.00126,0.0000386,0.133,0.552,160.017
rock,0.34,0.804,-8.355,1,0.00331,0.0191,0.0727,0.854,131.5
rock,0.531,0.711,-4.933,1,0.000204,0.00291,0.108,0.279,155.068
rock,0.527,0.766,-5.327,1,0.000074,0.00365,0.115,0.304,117.994
rock,0.726,0.537,-8.896,1,0.316,0,0.0707,0.882,96.889
rock,0.606,0.457,-14.035,0,0.713,0.0000253,0.0747,0.813,92.033
rock,0.417,0.706,-4.652,0,0.00933,0.000572,0.474,0.512,127.884
rock,0.509,0.843,-3.318,0,0.000671,0.000803,0.348,0.332,140.055
rock,0.269,0.853,-4.647,0,0.000249,0.000246,0.118,0.179,141.581
rock,0.365,0.767,-6.185,0,0.181,0.000856,0.0942,0.422,94.174
rock,0.461,0.168,-16.225,0,0.449,0.886,0.265,0.309,169.675
rock,0.692,0.711,-7.498,0,0.225,0,0.12,0.875,125.135
rock,0.365,0.701,-9.914,0,0.000405,0.572,0.196,0.558,93.477
rock,0.529,0.989,-4.5,1,0.00126,0.00148,0.0567,0.669,142.29
rock,0.247,0.869,-8.382,1,0.0104,0.00000859,0.0946,0.601,175.26
rock,0.466,0.763,-7.748,0,0.0542,0,0.119,0.473,123.539
rock,0.426,0.868,-3.702,1,0.0000654,0,0.0723,0.402,149.042
rock,0.428,0.874,-6.664,0,0.000337,0.0419,0.311,0.261,119.708
rock,0.457,0.909,-9.451,1,0.0016,0.000276,0.135,0.755,115.998
rock,0.511,0.724,-5.927,1,0.000826,0.00019,0.23,0.536,130.029
rock,0.324,0.136,-10.33,1,0.931,0.00117,0.176,0.0831,97.256
rock,0.422,0.949,-3.789,1,0.000294,0,0.073,0.635,165.032
rock,0.647,0.69,-8.657,0,0.0224,0,0.147,0.682,117.514
